4.457553997221692758e-03,1.511466503143310547e+01
4.756484380343556188e-03,1.329355812072753906e+01
5.055414763465418751e-03,1.112076663970947266e+01
5.354345146587280446e-03,9.102069854736328125e+00
5.653275529709143876e-03,7.676367759704589844e+00
5.952205912831006439e-03,1.370046520233154297e+01
6.251136295952869869e-03,1.273059654235839844e+01
6.550066679074731564e-03,1.113080596923828125e+01
6.848997062196594127e-03,9.347328186035156250e+00
7.147927445318457557e-03,7.709656715393066406e+00
7.446857828440320987e-03,6.387217998504638672e+00
7.745788211562182682e-03,5.305558681488037109e+00
8.044718594684044377e-03,4.425773143768310547e+00
8.343648977805906072e-03,3.736580371856689453e+00
8.642579360927769502e-03,3.164126157760620117e+00
8.941509744049632932e-03,2.697530269622802734e+00
9.240440127171496362e-03,2.314513921737670898e+00
9.539370510293358058e-03,1.989118456840515137e+00
9.838300893415221487e-03,1.717598199844360352e+00
1.013723127653708492e-02,1.495842099189758301e+00
1.043616165965894661e-02,1.307944297790527344e+00
1.073509204278080831e-02,1.138208627700805664e+00
1.103402242590267174e-02,1.001765012741088867e+00
1.133295280902453517e-02,8.854192495346069336e-01
1.163188319214639686e-02,7.880041003227233887e-01
1.193081357526826029e-02,7.033547163009643555e-01
1.222974395839012199e-02,6.284643411636352539e-01
1.252867434151198715e-02,5.638801455497741699e-01
1.282760472463384538e-02,5.078220963478088379e-01
1.312653510775571054e-02,4.582843482494354248e-01
1.342546549087757224e-02,4.142818450927734375e-01
1.372439587399943567e-02,3.758048117160797119e-01
1.402332625712129910e-02,3.415344953536987305e-01
1.432225664024315906e-02,3.104178905487060547e-01
1.462118702336502422e-02,2.833369076251983643e-01
1.492011740648688592e-02,2.595010995864868164e-01
1.521904778960874761e-02,2.372574806213378906e-01
1.551797817273061278e-02,2.179931104183197021e-01
1.581690855585247621e-02,2.001081407070159912e-01
1.611583893897433617e-02,1.840911209583282471e-01
1.641476932209620307e-02,1.698319464921951294e-01
1.671369970521805956e-02,1.567799001932144165e-01
1.701263008833992646e-02,1.449686437845230103e-01
1.731156047146178642e-02,1.342545002698898315e-01
1.761049085458364985e-02,1.245580390095710754e-01
1.790942123770551328e-02,1.156984716653823853e-01
1.820835162082737324e-02,1.074240207672119141e-01
1.850728200394924014e-02,9.964506328105926514e-02
1.880621238707110010e-02,9.283562749624252319e-02
1.910514277019296353e-02,8.656977862119674683e-02
1.940407315331482696e-02,8.090458810329437256e-02
1.970300353643668692e-02,7.580664753913879395e-02
2.000193391955855382e-02,7.090453803539276123e-02
2.030086430268041725e-02,6.632473319768905640e-02
2.059979468580227721e-02,6.222712248563766479e-02
2.089872506892414064e-02,5.842255800962448120e-02
2.119765545204600060e-02,5.493263155221939087e-02
2.149658583516786403e-02,5.155988410115242004e-02
2.179551621828973093e-02,4.840213060379028320e-02
2.209444660141159089e-02,4.570285975933074951e-02
2.239337698453345432e-02,4.319105669856071472e-02
2.269230736765531428e-02,4.070907458662986755e-02
2.299123775077717771e-02,3.828761726617813110e-02
2.329016813389904461e-02,3.629725053906440735e-02
2.358909851702090110e-02,3.425153717398643494e-02
2.388802890014276800e-02,3.235012665390968323e-02
2.418695928326462796e-02,3.059047088027000427e-02
2.448588966638649139e-02,2.896755561232566833e-02
