4.457553997221692758e-03,2.855669707059860229e-03
4.756484380343556188e-03,2.296521328389644623e-03
5.055414763465418751e-03,1.701644505374133587e-03
5.354345146587280446e-03,1.254179165698587894e-03
5.653275529709143876e-03,1.007232815027236938e-03
5.952205912831006439e-03,1.655668253079056740e-03
6.251136295952869869e-03,1.501103048212826252e-03
6.550066679074731564e-03,1.295240479521453381e-03
6.848997062196594127e-03,1.095153274945914745e-03
7.147927445318457557e-03,9.253101889044046402e-04
7.446857828440320987e-03,7.926871185190975666e-04
7.745788211562182682e-03,6.822387804277241230e-04
8.044718594684044377e-03,5.893473862670361996e-04
8.343648977805906072e-03,5.157855921424925327e-04
8.642579360927769502e-03,4.523458483163267374e-04
8.941509744049632932e-03,3.998507745563983917e-04
9.240440127171496362e-03,3.548309032339602709e-04
9.539370510293358058e-03,3.152982972096651793e-04
9.838300893415221487e-03,2.810773148667067289e-04
1.013723127653708492e-02,2.524670271668583155e-04
1.043616165965894661e-02,2.267869131173938513e-04
1.073509204278080831e-02,2.037340454990044236e-04
1.103402242590267174e-02,1.848471292760223150e-04
1.133295280902453517e-02,1.676586543908342719e-04
1.163188319214639686e-02,1.526564883533865213e-04
1.193081357526826029e-02,1.395846047671511769e-04
1.222974395839012199e-02,1.277358824154362082e-04
1.252867434151198715e-02,1.172908232547342777e-04
1.282760472463384538e-02,1.077744818758219481e-04
1.312653510775571054e-02,9.926230268320068717e-05
1.342546549087757224e-02,9.206753748003393412e-05
1.372439587399943567e-02,8.547421020921319723e-05
1.402332625712129910e-02,7.918568735476583242e-05
1.432225664024315906e-02,7.363078475464135408e-05
1.462118702336502422e-02,6.865076284157112241e-05
1.492011740648688592e-02,6.417961412807926536e-05
1.521904778960874761e-02,5.982521179248578846e-05
1.551797817273061278e-02,5.605442129308357835e-05
1.581690855585247621e-02,5.259766840026713908e-05
1.611583893897433617e-02,4.955784606863744557e-05
1.641476932209620307e-02,4.675130912801250815e-05
1.671369970521805956e-02,4.414682553033344448e-05
1.701263008833992646e-02,4.168014129390940070e-05
1.731156047146178642e-02,3.932984691346064210e-05
1.761049085458364985e-02,3.731762626557610929e-05
1.790942123770551328e-02,3.546890729921869934e-05
1.820835162082737324e-02,3.376535823917947710e-05
1.850728200394924014e-02,3.208532143617048860e-05
1.880621238707110010e-02,3.063057738472707570e-05
1.910514277019296353e-02,2.936076634796336293e-05
1.940407315331482696e-02,2.807380951708182693e-05
1.970300353643668692e-02,2.687165397219359875e-05
2.000193391955855382e-02,2.586283335404004902e-05
2.030086430268041725e-02,2.485696495568845421e-05
2.059979468580227721e-02,2.385363404755480587e-05
2.089872506892414064e-02,2.298296931257937104e-05
2.119765545204600060e-02,2.224262061645276845e-05
2.149658583516786403e-02,2.152098022634163499e-05
